# redshift DM
0.101545 181.782381
0.101677 120.157491
0.108384 46.724671
0.122001 177.356751
0.146199 190.488791
0.146733 230.748092
0.180875 151.225206
0.180909 134.660895
0.181786 269.647250
0.184011 239.128663
0.205915 161.305300
0.206727 354.391313
0.219047 82.388210
0.225213 306.336786
0.230235 309.014998
0.244312 206.739789
0.265985 313.581267
0.268306 105.669590
0.282275 412.156224
0.284755 265.097034
0.291052 225.778128
0.295186 444.238554
0.303453 213.417152
0.320935 132.967072
0.336427 126.546404
0.347681 443.473672
0.353970 182.036413
0.361159 623.233415
0.364824 77.402643
0.372411 628.936120
0.374699 417.249442
0.377772 376.104089
0.403112 337.425889
0.405886 479.473240
0.407130 416.433769
0.412495 591.159553
0.428688 462.560437
0.442527 483.256785
0.444790 408.157380
0.448156 458.128054
0.454230 520.129562
0.459347 218.518616
0.467592 281.699092
0.470105 604.682513
0.472659 519.796681
0.478377 471.511799
0.479049 503.417183
0.479461 554.583265
0.482543 421.105276
0.488153 390.067566
0.497189 550.960814
0.498651 369.742209
0.508242 596.537498
0.509955 267.766809
0.512183 698.400539
0.536061 638.305896
0.545486 614.485547
0.555309 742.055952
0.557088 853.759938
0.559090 751.609891
0.560336 294.013921
0.563428 387.356640
0.563697 493.073090
0.571967 607.038681
0.579579 695.230202
0.594651 509.231689
0.606700 671.855946
0.613406 524.028995
0.617451 552.031456
0.620961 424.211747
0.624075 507.411021
0.625748 438.117310
0.675740 552.173218
0.677971 898.522218
0.683550 564.774980
0.692807 1185.230870
0.708042 837.784274
0.727300 806.371551
0.727520 626.288484
0.738084 907.874977
0.746268 695.164549
0.769156 842.054262
0.783165 1287.704030
0.798695 836.180534
0.806509 1066.200770
0.820559 751.675256
0.825335 876.306066
0.845792 1224.064178
0.915193 865.929545
0.983831 1396.085709
1.060809 1275.193735
1.109525 1083.896490
1.123089 1329.770687
1.128138 1401.335879
1.139362 1345.646207
1.159006 939.163517
1.218455 1165.719751
1.272014 1316.961558
1.323592 1405.898403
1.556807 1792.598461
