# redshift DM
0.005026 159.453717
0.015952 61.602802
0.017606 107.987746
0.018154 140.912218
0.022023 48.470356
0.024903 34.545618
0.026391 133.768609
0.027680 48.483159
0.027720 39.875602
0.029349 140.587782
0.033351 81.900294
0.035282 211.457107
0.036552 13.546186
0.037380 199.028038
0.037709 24.397298
0.040838 87.360884
0.040909 133.716413
0.040935 19.807060
0.041513 159.011126
0.045493 48.348848
0.046482 89.144062
0.050492 49.997518
0.050631 84.159811
0.052008 105.754324
0.052337 40.768346
0.054640 87.040585
0.054730 81.147735
0.055021 6.190829
0.055874 176.492542
0.056750 103.903239
0.058942 186.128234
0.059032 108.104070
0.059249 51.810888
0.061520 8.209338
0.062978 16.951653
0.063560 133.698387
0.063690 392.087348
0.063854 30.374208
0.064129 221.632982
0.064229 210.112397
0.064469 201.189069
0.064666 208.593172
0.064733 50.819017
0.064922 64.282720
0.066078 314.493783
0.066144 120.762809
0.066192 4.860987
0.066566 113.448183
0.067024 119.302705
0.067730 181.947348
0.068458 117.858805
0.069444 170.451495
0.069993 28.899638
0.070084 12.147861
0.071141 124.100344
0.071377 107.711302
0.071909 108.446083
0.072021 33.143685
0.072116 62.707195
0.073465 188.920429
0.073737 192.810253
0.073984 212.505562
0.074876 90.916985
0.074926 105.922090
0.075229 110.974417
0.075524 211.734491
0.075536 37.709810
0.075606 24.295308
0.076129 167.978448
0.076927 223.146310
0.078713 112.055602
0.078776 16.697649
0.078842 316.563689
0.079399 90.975289
0.079649 4.896480
0.080135 199.937593
0.080762 263.535243
0.081654 209.322771
0.081912 139.832291
0.081940 224.180567
0.082542 69.250501
0.082647 97.336334
0.083181 67.040716
0.083659 252.644182
0.083809 172.197370
0.084037 53.628683
0.084061 321.402997
0.084130 13.337551
0.084324 120.391990
0.084472 81.552872
0.084541 203.035776
0.084662 78.724297
0.085519 29.639350
0.085822 139.916115
0.086414 362.497127
0.087091 56.730750
0.087372 317.074795
0.088064 132.520834
0.088132 231.811259
0.088601 272.863600
0.089848 49.050399
0.090274 17.458059
0.091365 122.603817
0.092003 37.973176
0.092342 294.505120
0.092366 136.190291
0.092427 30.626962
0.092458 188.374675
0.092760 91.348742
0.092901 127.731246
0.093090 67.638517
0.093355 223.244478
0.093428 117.701102
0.094161 110.598048
0.094316 25.655943
0.094548 197.223682
0.094671 151.112217
0.094865 224.609293
0.095057 94.837807
0.095141 16.517325
0.095164 252.573113
0.095348 98.848168
0.096026 286.254564
0.096221 278.886792
0.096563 102.477802
0.096606 205.456342
0.096904 128.561886
0.097133 205.747277
0.097474 168.637725
0.098856 62.891818
0.098868 56.059729
0.098956 177.971707
0.099061 110.421102
0.099133 96.726739
0.099338 48.544982
0.099451 67.415210
0.099808 222.316184
0.100095 156.141510
0.100389 26.174568
0.100471 111.150630
0.100510 91.534778
0.100620 121.331091
0.101447 103.530878
0.101545 151.585054
0.101677 0.255784
0.101899 92.005704
0.102132 103.659038
0.102308 2.855975
0.102721 131.135065
0.102724 36.452393
0.102759 120.944124
0.102928 44.817986
0.102931 208.325519
0.103229 31.937899
0.103248 100.671412
0.103468 178.062746
0.103753 168.472560
0.103909 257.605619
0.103929 1.804100
0.104118 253.638668
0.104189 161.813700
0.104417 183.722954
0.104557 85.606560
0.104978 14.044974
0.105098 290.491401
0.105464 127.722226
0.105629 76.736069
0.105870 248.243172
0.106631 167.707632
0.106901 152.694452
0.107036 107.984812
0.107298 223.504886
0.107819 286.965389
0.108384 79.269816
0.108670 271.764498
0.108948 108.957400
0.109054 85.614960
0.109810 155.817540
0.109818 27.078516
0.109941 259.844013
0.110165 191.216359
0.110607 169.170364
0.110860 177.127560
0.110901 109.659176
0.111364 55.839477
0.111412 18.051527
0.112008 57.786686
0.112194 126.851473
0.112618 22.353234
0.112672 112.995421
0.112685 120.161554
0.112765 90.251982
0.112907 118.867487
0.113059 264.480882
0.113140 92.923049
0.113249 119.162522
0.113458 229.849012
0.113474 261.444003
0.114114 210.602292
0.114221 145.126187
0.114319 29.003598
0.114742 148.505788
0.114909 275.240807
0.114961 88.273836
0.115797 408.896422
0.116016 208.808630
0.116140 134.398048
0.116363 91.996552
0.116423 56.534398
0.116690 108.917818
0.117620 72.547837
0.117881 21.724942
0.118558 65.168896
0.118660 116.333142
0.118821 139.275601
0.119718 222.725644
0.119734 41.073456
0.119808 135.626120
0.120042 119.617206
0.120087 21.575769
0.120364 190.850356
0.120562 174.874081
0.120698 388.006390
0.120768 243.087752
0.121137 64.120925
0.121309 228.057885
0.121332 475.802705
0.121402 291.036615
0.121516 85.806489
0.121521 156.870613
0.121654 272.768771
0.121855 175.035896
0.121878 214.753464
0.121933 45.128899
0.121986 12.276595
0.122001 123.736409
0.122168 197.278914
0.122365 109.095888
0.122459 311.777073
0.122497 187.037968
0.123260 86.445964
0.123386 103.858643
0.123416 57.909665
0.123473 177.255517
0.123597 76.550913
0.124596 146.408083
0.124723 301.676174
0.124733 176.364043
0.124763 117.352662
0.125465 98.305056
0.125506 278.075746
0.125748 169.963043
0.125975 212.967143
0.126047 56.963276
0.126067 212.010844
0.126105 274.387492
0.126118 249.046888
0.126736 1.856854
0.127141 223.529437
0.127375 285.902746
0.127511 80.680683
0.127539 120.828153
0.128358 350.774259
0.128365 274.614464
